	   1	-8.3321100000e+06
	   4	-8.3736700000e+06
	   6	-8.3847200000e+06
	   7	-8.6428200000e+06
	  11	-9.4784700000e+06
	  18	-1.0117400000e+07
	  19	-1.2033400000e+07
	  21	-1.3714000000e+07
	  24	-1.5951600000e+07
	  25	-1.9825900000e+07
	  34	-2.0072900000e+07
	  43	-2.0558100000e+07
	  48	-2.6236500000e+07
	  56	-3.0677100000e+07
	  61	-3.0945400000e+07
	  69	-3.0961700000e+07
	  98	-3.2925800000e+07
	 117	-3.3005600000e+07
	 120	-3.3010900000e+07
	 126	-3.3112200000e+07
	 136	-3.3188000000e+07
	 172	-3.3188600000e+07
	 184	-3.3213200000e+07
	 189	-3.3283100000e+07
	 210	-3.3286700000e+07
	 240	-3.3286900000e+07
	 241	-3.3288900000e+07
	 242	-3.3298400000e+07
	 250	-3.3299000000e+07
	 258	-3.3349800000e+07
	 268	-3.3352100000e+07
	 304	-3.3353300000e+07
	 326	-3.3354800000e+07
	 360	-3.3355200000e+07
	 361	-3.3356100000e+07
	 411	-3.3356700000e+07
	 412	-3.3358200000e+07
	 445	-3.3358300000e+07
	 462	-3.3359400000e+07
	 518	-3.3359500000e+07
	 519	-3.3359600000e+07
	 524	-3.3360500000e+07
	 533	-3.3360600000e+07
	 538	-3.3361800000e+07
	 578	-3.3362400000e+07
	 607	-3.3362600000e+07
	 635	-3.3362700000e+07
	 640	-3.3362800000e+07
	 641	-3.3362900000e+07
	 656	-3.3363000000e+07
	 943	-3.3363100000e+07
	 974	-3.3363400000e+07
	1446	-3.3363400000e+07
