	   1	-1.8478200000e+07
	  11	-1.8588900000e+07
	  18	-1.8780300000e+07
	  24	-1.8781100000e+07
	  25	-1.8783500000e+07
	  41	-2.0845000000e+07
	  46	-2.0848100000e+07
	  47	-2.2709000000e+07
	  57	-2.6485900000e+07
	  58	-3.2135900000e+07
	  68	-3.2331900000e+07
	  79	-3.2494500000e+07
	  91	-3.3334100000e+07
	 123	-3.3438900000e+07
	 132	-3.3439300000e+07
	 142	-3.3497400000e+07
	 143	-3.3542700000e+07
	 214	-3.3543300000e+07
	 215	-3.3544000000e+07
	 216	-3.3544800000e+07
	 275	-3.3545300000e+07
	 282	-3.3546200000e+07
	 288	-3.3547800000e+07
	 413	-3.3548400000e+07
	 423	-3.4507300000e+07
	 613	-3.4507400000e+07
	 769	-3.4508100000e+07
	 937	-3.4508700000e+07
	1101	-3.4509000000e+07
	1500	-3.4509000000e+07
