   1	26295.0000000000
   7	22295.0000000000
   8	10295.0000000000
  25	9535.0000000000
  49	8675.0000000000
  70	7895.0000000000
  94	7755.0000000000
 118	7335.0000000000
 163	6895.0000000000
 174	6595.0000000000
 178	5615.0000000000
 217	4835.0000000000
 243	4675.0000000000
 253	4655.0000000000
 294	4429.6000000000
 315	4157.2000000000
 323	3957.2000000000
 359	3775.4000000000
 380	3700.0000000000
 401	3614.0000000000
 449	3398.0000000000
 486	3350.0000000000
 493	3282.0000000000
 531	3252.8000000000
 574	3244.4000000000
 612	3234.0500000000
 645	3231.7300000000
 696	3229.6000000000
 724	3226.6100000000
 749	3224.6300000000
 750	3218.6600000000
 759	3211.9200000000
 770	3206.7100000000
 831	3201.3100000000
 835	3195.7000000000
 846	3194.3500000000
 896	3188.5000000000
 919	3187.8700000000
 944	3186.7200000000
1003	3186.2300000000
1079	3185.6500000000
1081	3185.1300000000
1162	3185.1100000000
1175	3185.1000000000
1219	3185.0900000000
1228	3185.0800000000
1272	3185.0700000000
