	   1	-2.2806300000e+07
	   7	-2.3134600000e+07
	   8	-2.3864200000e+07
	   9	-2.3913600000e+07
	  14	-2.3914400000e+07
	  15	-2.3916800000e+07
	  19	-2.3938800000e+07
	  24	-2.4322300000e+07
	  36	-2.7436700000e+07
	  51	-2.8699300000e+07
	  82	-2.8703500000e+07
	  83	-2.8752400000e+07
	  84	-2.9174500000e+07
	  89	-2.9180100000e+07
	  90	-2.9182300000e+07
	  92	-2.9753300000e+07
	  93	-2.9904000000e+07
	  99	-3.0919300000e+07
	 109	-3.0920900000e+07
	 114	-3.1422200000e+07
	 130	-3.1430000000e+07
	 132	-3.2153100000e+07
	 156	-3.2190900000e+07
	 173	-3.2382600000e+07
	 176	-3.2384500000e+07
	 180	-3.2408500000e+07
	 184	-3.2410200000e+07
	 185	-3.2420800000e+07
	 186	-3.2436000000e+07
	 199	-3.2453600000e+07
	 214	-3.2482400000e+07
	 215	-3.2507300000e+07
	 221	-3.2510500000e+07
	 226	-3.2511100000e+07
	 227	-3.2512900000e+07
	 254	-3.2526000000e+07
	 260	-3.2577400000e+07
	 262	-3.2579200000e+07
	 266	-3.2636800000e+07
	 274	-3.2761400000e+07
	 287	-3.2798600000e+07
	 302	-3.2798700000e+07
	 303	-3.2798800000e+07
	 305	-3.2809000000e+07
	 322	-3.2825200000e+07
	 323	-3.2906500000e+07
	 330	-3.2906900000e+07
	 331	-3.2907700000e+07
	 337	-3.2996900000e+07
	 363	-3.3215900000e+07
	 367	-3.3240500000e+07
	 368	-3.3251000000e+07
	 369	-3.3274700000e+07
	 407	-3.3275900000e+07
	 410	-3.3277000000e+07
	 436	-3.3282100000e+07
	 451	-3.3282700000e+07
	 452	-3.3284700000e+07
	 467	-3.3284900000e+07
	 474	-3.3286700000e+07
	 475	-3.3288000000e+07
	 492	-3.3288500000e+07
	 495	-3.3289500000e+07
	 496	-3.3291100000e+07
	 524	-3.3292800000e+07
	 613	-3.3293400000e+07
	 673	-3.3293500000e+07
	 686	-3.3293600000e+07
	 705	-3.3293800000e+07
	 799	-3.3293900000e+07
	 834	-3.3294000000e+07
	1283	-3.3294000000e+07
