  20	44095.0000000000
  24	41855.0000000000
  26	29855.0000000000
  32	27015.0000000000
  34	25015.0000000000
  37	23975.0000000000
  83	18975.0000000000
 107	15815.0000000000
 134	9815.0000000000
 173	7815.0000000000
 223	6815.0000000000
 271	5515.0000000000
 299	5355.0000000000
 344	5075.0000000000
 359	4935.0000000000
 360	4515.0000000000
 405	4435.0000000000
 419	4295.0000000000
 460	3955.0000000000
 461	3235.0000000000
 488	3115.0000000000
 496	2235.0000000000
 530	1535.0000000000
 564	1159.6000000000
 588	1033.6000000000
 613	983.2000000000
 634	857.8000000000
 683	817.2200000000
 730	800.0500000000
 754	789.8200000000
 767	780.7200000000
 791	776.6300000000
 792	764.2300000000
 836	759.7800000000
 850	748.9800000000
 902	747.4700000000
 915	735.9400000000
 955	731.2000000000
 973	729.4100000000
1014	726.3500000000
1023	722.6400000000
1070	721.1300000000
1093	717.9700000000
1102	717.7000000000
1109	715.4700000000
1147	714.5500000000
1156	713.4500000000
1167	712.2700000000
1198	703.0700000000
1243	701.1700000000
1258	700.1200000000
1282	699.8900000000
1300	697.5400000000
1338	697.2200000000
1341	696.4300000000
1405	696.3000000000
1425	696.2900000000
1426	696.1100000000
1446	695.1700000000
1477	695.1500000000
1499	695.1000000000
1500	695.0900000000
