	   1	-12.6796914043
	   4	-12.8673828456
	   5	-13.3576574232
	   8	-13.6199065458
	  10	-14.0457374369
	  12	-14.2633338674
	  15	-14.6693700635
	  31	-15.0565582632
	  49	-15.1362592914
	  53	-15.1809412078
	  58	-15.4830633360
	  75	-15.4850194083
	  80	-16.4009873592
	 103	-16.4406326142
	 104	-16.5596879555
	 151	-16.6582603400
	 156	-16.7469314102
	 157	-16.8783310249
	 194	-16.9190944221
	 216	-16.9208809472
	 217	-16.9262380890
	 218	-16.9476302250
	 238	-16.9858118468
	 261	-16.9942578484
	 270	-16.9958601687
	 277	-17.0057558921
	 278	-17.0238309342
	 344	-17.0267845575
	 381	-17.0269937590
	 428	-17.0278844351
	 430	-17.0289152539
	 469	-17.0290037109
	 493	-17.0290665827
	 494	-17.0292515417
	 502	-17.0294838456
	 503	-17.0301481629
	 534	-17.0304753555
	 542	-17.0310799891
	 608	-17.0311016675
	 617	-17.0311070602
	 618	-17.0311230290
	 626	-17.0312465621
	 643	-17.0312855774
	 682	-17.0313027720
	 683	-17.0313793282
	 700	-17.0315153971
	 717	-17.0316231384
	 718	-17.0319431409
	 719	-17.0330431890
	 720	-17.0359230445
	 736	-17.0370639031
	 753	-17.0378070041
	 769	-17.0388662464
	 786	-17.0395533604
	 787	-17.0406300923
	 818	-17.0414638644
	 820	-17.0416647250
	 852	-17.0426186094
	 868	-17.0428324319
	 884	-17.0433116753
	 914	-17.0438049546
	 930	-17.0440636146
	 960	-17.0442515874
	 962	-17.0443307157
	 963	-17.0444290509
	 993	-17.0447088744
	1010	-17.0448607388
	1026	-17.0450083209
	1042	-17.0451338835
	1058	-17.0451870076
	1059	-17.0453443436
	1162	-17.0453528584
	1185	-17.0453533690
	1201	-17.0453555581
	1256	-17.0453556623
	1257	-17.0453560988
	1272	-17.0453574016
	1274	-17.0453583400
	1276	-17.0453596758
	1277	-17.0453636730
	1309	-17.0453676939
	1310	-17.0453797473
	1334	-17.0453804363
	1335	-17.0453836559
	1336	-17.0453996701
	1383	-17.0454044163
	1399	-17.0454098390
	1401	-17.0454163976
	1402	-17.0454360117
	1403	-17.0455135437
	1404	-17.0456798153
	1426	-17.0456963769
	1427	-17.0457456770
	1443	-17.0458494241
	1489	-17.0459066409
	1500	-17.0459066409
	   1	-12.6796914043
	   4	-12.8673828456
	   5	-13.3576574232
	   8	-13.6199065458
	  10	-14.0457374369
	  12	-14.2633338674
	  15	-14.6693700635
	  31	-15.0565582632
	  49	-15.1362592914
	  53	-15.1809412078
	  58	-15.4830633360
	  75	-15.4850194083
	  80	-16.4009873592
	 103	-16.4406326142
	 104	-16.5596879555
	 151	-16.6582603400
	 156	-16.7469314102
	 157	-16.8783310249
	 194	-16.9190944221
	 216	-16.9208809472
	 217	-16.9262380890
	 218	-16.9476302250
	 238	-16.9858118468
	 261	-16.9942578484
	 270	-16.9958601687
	 277	-17.0057558921
	 278	-17.0238309342
	 344	-17.0267845575
	 381	-17.0269937590
	 428	-17.0278844351
	 430	-17.0289152539
	 469	-17.0290037109
	 493	-17.0290665827
	 494	-17.0292515417
	 502	-17.0294838456
	 503	-17.0301481629
	 534	-17.0304753555
	 542	-17.0310799891
	 608	-17.0311016675
	 617	-17.0311070602
	 618	-17.0311230290
	 626	-17.0312465621
	 643	-17.0312855774
	 682	-17.0313027720
	 683	-17.0313793282
	 700	-17.0315153971
	 717	-17.0316231384
	 718	-17.0319431409
	 719	-17.0330431890
	 720	-17.0359230445
	 736	-17.0370639031
	 753	-17.0378070041
	 769	-17.0388662464
	 786	-17.0395533604
	 787	-17.0406300923
	 818	-17.0414638644
	 820	-17.0416647250
	 852	-17.0426186094
	 868	-17.0428324319
	 884	-17.0433116753
	 914	-17.0438049546
	 930	-17.0440636146
	 960	-17.0442515874
	 962	-17.0443307157
	 963	-17.0444290509
	 993	-17.0447088744
	1010	-17.0448607388
	1026	-17.0450083209
	1042	-17.0451338835
	1058	-17.0451870076
	1059	-17.0453443436
	1162	-17.0453528584
	1185	-17.0453533690
	1201	-17.0453555581
	1256	-17.0453556623
	1257	-17.0453560988
	1272	-17.0453574016
	1274	-17.0453583400
	1276	-17.0453596758
	1277	-17.0453636730
	1309	-17.0453676939
	1310	-17.0453797473
	1334	-17.0453804363
	1335	-17.0453836559
	1336	-17.0453996701
	1383	-17.0454044163
	1399	-17.0454098390
	1401	-17.0454163976
	1402	-17.0454360117
	1403	-17.0455135437
	1404	-17.0456798153
	1426	-17.0456963769
	1427	-17.0457456770
	1443	-17.0458494241
	1489	-17.0459066409
	1500	-17.0459066409
