   3	34835.0000000000
   8	33195.0000000000
  10	29195.0000000000
  65	28895.0000000000
  83	25275.0000000000
 154	21275.0000000000
 159	19275.0000000000
 160	13275.0000000000
 168	11135.0000000000
 267	10155.0000000000
 276	9535.0000000000
 297	8635.0000000000
 316	7975.0000000000
 323	7475.0000000000
 325	5475.0000000000
 345	4655.0000000000
 369	4315.0000000000
 392	3935.0000000000
 393	2795.0000000000
 411	2675.0000000000
 453	2657.2000000000
 460	2497.2000000000
 497	2395.4000000000
 521	2373.0000000000
 529	2363.4000000000
 567	2326.2000000000
 568	2301.0000000000
 588	2088.4000000000
 628	2047.2000000000
 650	2015.8400000000
 699	1957.3200000000
 749	1944.7000000000
 787	1943.1000000000
 791	1939.2600000000
 841	1938.6000000000
 848	1936.6200000000
 883	1936.5500000000
 938	1936.5200000000
 950	1936.4800000000
 968	1936.2800000000
1014	1936.1900000000
1015	1935.9100000000
1016	1934.7900000000
1032	1933.9500000000
1054	1933.3000000000
1105	1933.1000000000
1106	1932.2100000000
1115	1931.8900000000
1140	1931.2500000000
1185	1930.7400000000
1214	1930.6700000000
1215	1930.4800000000
1235	1930.2500000000
1236	1929.5700000000
1240	1929.4100000000
1276	1929.3800000000
1283	1929.2700000000
1295	1929.1900000000
1296	1929.0500000000
1298	1928.3800000000
1349	1927.8200000000
1350	1926.1700000000
1392	1926.1100000000
1420	1926.1000000000
1432	1925.9500000000
1433	1925.3000000000
1466	1924.8800000000
