   1	41255.0000000000
   3	39255.0000000000
   8	37255.0000000000
   9	36075.0000000000
  11	20075.0000000000
  18	18075.0000000000
  51	14075.0000000000
  56	8075.0000000000
 114	6075.0000000000
 119	5995.0000000000
 167	5955.0000000000
 202	4955.0000000000
 231	4915.0000000000
 267	4495.0000000000
 302	4443.4000000000
 320	4286.4000000000
 351	4186.6000000000
 380	4185.4000000000
 416	4123.0000000000
 424	4098.4000000000
 431	4019.2000000000
 432	3781.6000000000
 438	3778.4000000000
 445	3678.4000000000
 480	3618.4000000000
 498	3358.4000000000
 530	3139.4000000000
 549	3036.6000000000
 568	2935.8000000000
 574	2896.4000000000
 641	2887.9600000000
 648	2872.1500000000
 668	2865.3500000000
 688	2814.9500000000
 707	2811.7500000000
 723	2772.3500000000
 759	2768.7500000000
 797	2765.1800000000
 822	2763.8000000000
 838	2759.2300000000
 911	2758.6600000000
1002	2758.4700000000
1023	2757.9300000000
1028	2757.7000000000
1030	2755.9100000000
1058	2754.9000000000
1113	2754.7200000000
1157	2754.6000000000
1161	2754.5900000000
1187	2754.5600000000
1193	2754.5100000000
1215	2754.2700000000
1233	2754.0300000000
1235	2753.9200000000
1331	2753.9100000000
1334	2753.7700000000
1396	2753.7600000000
1403	2753.7500000000
1406	2753.7400000000
1408	2753.7300000000
1409	2753.7000000000
1452	2753.6800000000
1474	2753.6700000000
1481	2753.6100000000
