   3	24415.0000000000
   9	24315.0000000000
  21	18315.0000000000
  24	16315.0000000000
  25	10315.0000000000
 140	9955.0000000000
 141	8875.0000000000
 148	5875.0000000000
 178	3875.0000000000
 198	3795.0000000000
 199	3555.0000000000
 209	2975.0000000000
 288	2535.0000000000
 312	2115.0000000000
 319	2055.0000000000
 355	2000.6000000000
 360	1960.6000000000
 371	1860.6000000000
 424	1503.2000000000
 489	1453.2000000000
 528	1450.4000000000
 529	1442.0000000000
 535	1279.2000000000
 581	1234.4000000000
 607	1164.4000000000
 648	1108.8000000000
 671	1069.8000000000
 700	1066.6000000000
 720	1065.6000000000
 742	1009.8000000000
 796	1007.2000000000
 816	864.3600000000
 841	861.3600000000
 867	851.1600000000
 918	844.9700000000
 919	826.5100000000
 938	741.7300000000
 968	730.3300000000
1007	708.4800000000
1029	687.5700000000
1049	685.5200000000
1058	682.8200000000
1086	682.5600000000
1109	679.5100000000
1132	675.5500000000
1157	674.0000000000
1177	671.2300000000
1195	666.8600000000
1231	661.6900000000
1299	661.5000000000
1301	661.0700000000
1323	661.0300000000
1342	660.1800000000
1361	659.6500000000
1362	658.0800000000
1383	657.3900000000
1418	656.1900000000
1423	655.9500000000
1424	655.4400000000
1428	647.8500000000
1439	647.6700000000
1441	636.8400000000
1476	627.1500000000
