test
OBJ EB BC PB PB    1	37195.0000000000
   3	35195.0000000000
   8	33195.0000000000
  13	29195.0000000000
  44	27195.0000000000
 156	25715.0000000000
 164	24135.0000000000
 204	23115.0000000000
 226	22075.0000000000
 245	21375.0000000000
 252	20355.0000000000
 257	18295.0000000000
 276	17975.0000000000
 277	17015.0000000000
 278	13175.0000000000
 282	11175.0000000000
 315	10195.0000000000
 333	9375.0000000000
 384	9249.8000000000
 390	9089.8000000000
 430	8880.0000000000
 454	8875.6000000000
 459	8729.8000000000
 495	8705.4000000000
 513	8595.8000000000
 550	8573.2000000000
 556	8484.0000000000
 557	8216.4000000000
 576	8191.2000000000
 612	8190.4000000000
 632	8163.4000000000
 638	8083.0000000000
 639	7841.8000000000
 685	7761.2000000000
 686	7519.4000000000
 708	7491.6000000000
 742	7463.6000000000
 747	7410.8000000000
 781	7397.1500000000
 802	7385.0300000000
 822	7383.2600000000
 823	7377.9700000000
 848	7374.4900000000
 876	7369.8400000000
 885	7363.2700000000
 886	7343.5300000000
 887	7264.6300000000
 888	6948.9700000000
 889	6445.8400000000
 894	5418.8400000000
 901	5238.8400000000
 902	4758.8400000000
 944	4658.8400000000
 945	4358.8400000000
 962	3118.8400000000
 980	2346.4400000000
1016	2344.8400000000
1036	2221.8400000000
1067	2030.2400000000
1089	2029.6400000000
1090	2027.8400000000
1097	1987.8400000000
1103	1832.6400000000
1135	1765.0400000000
1171	1763.8400000000
1188	1736.4400000000
1209	1731.4100000000
1230	1726.5800000000
1231	1712.0900000000
1265	1689.2900000000
1286	1675.2900000000
1328	1674.7300000000
1329	1672.9800000000
1330	1665.9500000000
1334	1505.1500000000
1384	1502.9500000000
1385	1496.3500000000
1391	1405.7500000000
1441	1392.4700000000
1446	1364.7200000000
1451	1346.5200000000
1475	1332.9200000000
1483	1324.9200000000
1490	1323.5200000000
