	   1	-1.2911900000e+07
	   4	-1.2932200000e+07
	  19	-1.3558300000e+07
	  27	-1.8905300000e+07
	  35	-2.1000700000e+07
	  42	-2.1162700000e+07
	  43	-2.1202500000e+07
	  49	-3.0496300000e+07
	  63	-3.1403900000e+07
	  71	-3.1519800000e+07
	  72	-3.1876400000e+07
	 110	-3.1884700000e+07
	 116	-3.3252500000e+07
	 135	-3.3258800000e+07
	 140	-3.3265600000e+07
	 145	-3.3408300000e+07
	 185	-3.3423000000e+07
	 191	-3.3423500000e+07
	 192	-3.3425500000e+07
	 207	-3.3427400000e+07
	 211	-3.3511500000e+07
	 216	-3.3518600000e+07
	 220	-3.3521000000e+07
	 248	-3.3538600000e+07
	 255	-3.3559400000e+07
	 284	-3.3564500000e+07
	 293	-3.3566000000e+07
	 299	-3.3574300000e+07
	 309	-3.3576300000e+07
	 388	-3.3577300000e+07
	 391	-3.3579300000e+07
	 397	-3.3579400000e+07
	 427	-3.3579500000e+07
	 455	-3.3579600000e+07
	 458	-3.3579800000e+07
	 495	-3.3579900000e+07
	 653	-3.3580000000e+07
	1269	-3.3580000000e+07
