   7	35415.0000000000
  11	29415.0000000000
  20	27415.0000000000
  61	26935.0000000000
  68	22935.0000000000
  73	22715.0000000000
  79	20715.0000000000
  80	20355.0000000000
  85	16355.0000000000
  93	10355.0000000000
 148	8355.0000000000
 201	8115.0000000000
 220	7755.0000000000
 221	6675.0000000000
 282	6095.0000000000
 317	5746.6000000000
 323	5515.0000000000
 324	4015.0000000000
 387	3855.0000000000
 422	3780.4000000000
 430	3724.8000000000
 437	3624.8000000000
 473	3596.8000000000
 482	3577.8000000000
 504	3476.4000000000
 527	3397.6000000000
 572	3382.2800000000
 581	3363.2800000000
 620	3354.8800000000
 628	3337.0800000000
 647	3317.9800000000
 696	3307.7700000000
 739	3307.4700000000
 759	3305.6900000000
 779	3303.4700000000
 816	3299.2400000000
 835	3294.2100000000
 842	3291.7800000000
 881	3290.0600000000
 887	3281.3000000000
 910	3278.7400000000
 951	3278.5600000000
 990	3278.2500000000
 991	3277.4200000000
 992	3274.0600000000
 993	3260.4300000000
 994	3205.9300000000
 995	2988.1100000000
 998	2751.1100000000
1005	2545.5100000000
1013	2351.3100000000
1014	1768.7100000000
1026	1628.7100000000
1080	1588.7100000000
1102	1516.7100000000
1103	1300.7100000000
1110	1280.7100000000
1147	1140.1100000000
1152	960.1100000000
1159	840.1100000000
1200	718.3100000000
1239	693.3100000000
1240	618.3100000000
1294	613.4000000000
1300	586.8100000000
1324	579.9800000000
1347	570.5600000000
1348	542.1000000000
1403	539.1200000000
1429	538.8700000000
1448	534.6800000000
1482	532.8700000000
1491	531.9400000000
1492	529.0100000000
