	   1	-12.4692510412
	   3	-13.4894145599
	   9	-13.6530632622
	  10	-14.1305129940
	  11	-15.0817512681
	  28	-16.9054542439
	  76	-16.9099340544
	  97	-16.9478473378
	 148	-16.9521784843
	 149	-16.9639609470
	 150	-16.9925259714
	 171	-17.0095818747
	 192	-17.0115583007
	 201	-17.0117133340
	 222	-17.0140843045
	 228	-17.0208179484
	 264	-17.0218070191
	 316	-17.0219426900
	 333	-17.0220480623
	 335	-17.0224884469
	 336	-17.0228194177
	 360	-17.0250748499
	 368	-17.0263312977
	 385	-17.0278454216
	 392	-17.0317977728
	 414	-17.0331505290
	 420	-17.0336145776
	 421	-17.0350432417
	 467	-17.0383476604
	 469	-17.0405306980
	 508	-17.0406070383
	 509	-17.0408017204
	 533	-17.0409752685
	 535	-17.0436530975
	 552	-17.0456835748
	 560	-17.0462237305
	 610	-17.0463221819
	 626	-17.0467835258
	 634	-17.0468396091
	 635	-17.0470585231
	 637	-17.0470777655
	 653	-17.0477180030
	 655	-17.0477594798
	 671	-17.0500544915
	 754	-17.0500696461
	 755	-17.0501151098
	 756	-17.0502969648
	 758	-17.0518766656
	 760	-17.0522952877
	 767	-17.0526983027
	 773	-17.0529855873
	 809	-17.0531740068
	 847	-17.0531892966
	 848	-17.0532059367
	 854	-17.0533959632
	 878	-17.0534550801
	 895	-17.0534609358
	 912	-17.0535639859
	1006	-17.0535650588
	1007	-17.0535682776
	1008	-17.0535811519
	1009	-17.0536368780
	1041	-17.0536641639
	1048	-17.0536736138
	1057	-17.0536774469
	1093	-17.0536795611
	1115	-17.0536808517
	1132	-17.0536836771
	1134	-17.0536840779
	1157	-17.0536848967
	1158	-17.0536855576
	1166	-17.0536862630
	1167	-17.0536883790
	1184	-17.0536946274
	1186	-17.0536997951
	1187	-17.0537045851
	1225	-17.0537093162
	1227	-17.0537406554
	1289	-17.0537411765
	1290	-17.0537427392
	1291	-17.0537496924
	1314	-17.0537611146
	1316	-17.0537622894
	1325	-17.0537662676
	1347	-17.0537677883
	1348	-17.0537726458
	1386	-17.0537741820
	1417	-17.0537750103
	1419	-17.0537758321
	1436	-17.0537772691
	1452	-17.0537786703
	1453	-17.0537828737
	1470	-17.0537834376
	1471	-17.0537851289
	1500	-17.0537851289
	   1	-12.4692510412
	   3	-13.4894145599
	   9	-13.6530632622
	  10	-14.1305129940
	  11	-15.0817512681
	  28	-16.9054542439
	  76	-16.9099340544
	  97	-16.9478473378
	 148	-16.9521784843
	 149	-16.9639609470
	 150	-16.9925259714
	 171	-17.0095818747
	 192	-17.0115583007
	 201	-17.0117133340
	 222	-17.0140843045
	 228	-17.0208179484
	 264	-17.0218070191
	 316	-17.0219426900
	 333	-17.0220480623
	 335	-17.0224884469
	 336	-17.0228194177
	 360	-17.0250748499
	 368	-17.0263312977
	 385	-17.0278454216
	 392	-17.0317977728
	 414	-17.0331505290
	 420	-17.0336145776
	 421	-17.0350432417
	 467	-17.0383476604
	 469	-17.0405306980
	 508	-17.0406070383
	 509	-17.0408017204
	 533	-17.0409752685
	 535	-17.0436530975
	 552	-17.0456835748
	 560	-17.0462237305
	 610	-17.0463221819
	 626	-17.0467835258
	 634	-17.0468396091
	 635	-17.0470585231
	 637	-17.0470777655
	 653	-17.0477180030
	 655	-17.0477594798
	 671	-17.0500544915
	 754	-17.0500696461
	 755	-17.0501151098
	 756	-17.0502969648
	 758	-17.0518766656
	 760	-17.0522952877
	 767	-17.0526983027
	 773	-17.0529855873
	 809	-17.0531740068
	 847	-17.0531892966
	 848	-17.0532059367
	 854	-17.0533959632
	 878	-17.0534550801
	 895	-17.0534609358
	 912	-17.0535639859
	1006	-17.0535650588
	1007	-17.0535682776
	1008	-17.0535811519
	1009	-17.0536368780
	1041	-17.0536641639
	1048	-17.0536736138
	1057	-17.0536774469
	1093	-17.0536795611
	1115	-17.0536808517
	1132	-17.0536836771
	1134	-17.0536840779
	1157	-17.0536848967
	1158	-17.0536855576
	1166	-17.0536862630
	1167	-17.0536883790
	1184	-17.0536946274
	1186	-17.0536997951
	1187	-17.0537045851
	1225	-17.0537093162
	1227	-17.0537406554
	1289	-17.0537411765
	1290	-17.0537427392
	1291	-17.0537496924
	1314	-17.0537611146
	1316	-17.0537622894
	1325	-17.0537662676
	1347	-17.0537677883
	1348	-17.0537726458
	1386	-17.0537741820
	1417	-17.0537750103
	1419	-17.0537758321
	1436	-17.0537772691
	1452	-17.0537786703
	1453	-17.0537828737
	1470	-17.0537834376
	1471	-17.0537851289
	1500	-17.0537851289
