   1	39415.0000000000
   7	35415.0000000000
  11	29415.0000000000
  22	25195.0000000000
  68	20335.0000000000
  99	19975.0000000000
 100	18895.0000000000
 109	14895.0000000000
 111	10895.0000000000
 148	10495.0000000000
 153	9495.0000000000
 185	9175.0000000000
 232	9137.0000000000
 238	9117.0000000000
 320	9106.4000000000
 391	9090.0000000000
 395	8964.8000000000
 400	8963.6000000000
 406	8084.4000000000
 447	7864.4000000000
 468	7747.2000000000
 469	7395.6000000000
 513	7027.8000000000
 516	6784.4000000000
 537	6779.6000000000
 558	6677.0000000000
 578	6579.4000000000
 598	6490.4000000000
 617	6434.8000000000
 650	6419.0800000000
 657	6415.4800000000
 691	6396.5800000000
 714	6388.8300000000
 755	6386.3700000000
 774	6380.7800000000
 775	6374.4800000000
 776	6349.0700000000
 777	6247.4400000000
 807	6227.6000000000
 818	6221.8000000000
 858	6209.4600000000
 865	6195.6300000000
 891	6192.0600000000
 941	6191.2500000000
 959	6187.1100000000
 976	6184.3100000000
 982	6171.6900000000
1030	6169.8300000000
1047	6166.7500000000
1069	6166.3800000000
1070	6165.2900000000
1079	6165.2100000000
1103	6163.8300000000
1131	6163.4600000000
1161	6162.1500000000
1174	6161.8500000000
1231	6161.7800000000
1268	6161.6800000000
1269	6161.3500000000
1279	6161.1600000000
1290	6161.1500000000
1297	6160.7500000000
1307	6159.0000000000
1357	6158.9000000000
1375	6158.8200000000
1376	6158.6800000000
1382	6158.3000000000
1426	6158.0700000000
1451	6158.0300000000
1469	6157.9700000000
1474	6157.9200000000
1475	6157.8200000000
1476	6157.1800000000
1482	6155.7200000000
