   1	15035.0000000000
   3	13035.0000000000
   5	6995.0000000000
 109	6815.0000000000
 127	6435.0000000000
 153	6095.0000000000
 160	4095.0000000000
 189	3995.0000000000
 211	2995.0000000000
 229	2515.0000000000
 269	1275.0000000000
 301	1115.0000000000
 325	815.0000000000
 329	535.0000000000
 371	333.2000000000
 397	303.8000000000
 422	203.8000000000
 460	170.0000000000
 466	134.2000000000
 505	74.0000000000
 555	33.5100000000
 562	21.5100000000
 596	10.5100000000
 631	2.8900000000
 649	2.6300000000
 682	1.2500000000
 707	0.4700000000
 740	0.2300000000
 765	0.0800000000
 870	0.0300000000
 894	0.0200000000
 916	0.0100000000
 984	0.0000000000
