
   1	15035.0000000000
   3	13035.0000000000
   5	6995.0000000000
 128	5895.0000000000
 180	5055.0000000000
 204	4915.0000000000
 221	4435.0000000000
 251	4315.0000000000
 255	3895.0000000000
 274	3595.0000000000
 292	3498.2000000000
 313	3352.2000000000
 352	3329.2000000000
 395	3271.0000000000
 399	3132.2000000000
 406	2932.2000000000
 425	2849.4000000000
 429	2709.4000000000
 473	2610.2000000000
 478	2568.0000000000
 495	2469.5700000000
 502	2458.5700000000
 527	2452.5700000000
 528	2434.5700000000
 588	2420.0100000000
 625	2418.7300000000
 659	2412.7300000000
 683	2407.9300000000
 710	2406.2900000000
 730	2404.2300000000
 757	2400.0500000000
 770	2397.1100000000
 795	2396.0100000000
 796	2392.6900000000
 803	2383.0000000000
 811	2356.0000000000
 843	2348.8200000000
 876	2341.6700000000
 909	2339.8100000000
 946	2337.5200000000
1012	2337.4500000000
1020	2337.4100000000
1061	2337.3200000000
1063	2337.2800000000
1065	2337.1000000000
1088	2337.0800000000
1107	2336.9000000000
1166	2336.8900000000
1245	2336.8800000000
