	   1	-2.5578100000e+07
	   5	-2.5578600000e+07
	   6	-2.5580200000e+07
	   9	-2.5742500000e+07
	  10	-2.6070400000e+07
	  13	-2.6386600000e+07
	  24	-2.6599700000e+07
	  26	-2.7668400000e+07
	  31	-2.8458900000e+07
	  32	-2.8953600000e+07
	  37	-2.9111900000e+07
	  58	-2.9123000000e+07
	  80	-2.9344200000e+07
	  89	-3.0625000000e+07
	 197	-3.0625200000e+07
	 294	-3.0654100000e+07
	 342	-3.0666300000e+07
	 366	-3.0677400000e+07
	 367	-3.0679300000e+07
	 387	-3.0680100000e+07
	 422	-3.0685000000e+07
	 543	-3.0696000000e+07
	 588	-3.0696900000e+07
	 594	-3.0698000000e+07
	 666	-3.0698200000e+07
	 672	-3.0698500000e+07
	 817	-3.2719000000e+07
	 878	-3.7768100000e+07
	 996	-3.7770400000e+07
	 998	-3.7872600000e+07
	1003	-3.7934100000e+07
	1009	-3.7998000000e+07
	1019	-3.8007900000e+07
	1057	-3.8009900000e+07
	1058	-3.8031700000e+07
	1131	-3.8032100000e+07
	1414	-3.8032100000e+07
