   5	26215.0000000000
  13	24215.0000000000
  21	22215.0000000000
  28	20215.0000000000
  33	18215.0000000000
  65	13675.0000000000
  76	11675.0000000000
  99	8675.0000000000
 107	6675.0000000000
 115	4675.0000000000
 168	3595.0000000000
 193	3535.0000000000
 194	3355.0000000000
 222	2415.0000000000
 252	1735.0000000000
 296	1635.0000000000
 298	1155.0000000000
 344	915.0000000000
 366	652.2000000000
 394	517.2000000000
 442	446.8000000000
 464	403.4000000000
 475	259.2000000000
 514	250.6000000000
 523	199.4000000000
 562	128.0000000000
 617	118.1000000000
 640	94.7900000000
 653	77.9600000000
 715	75.4300000000
 721	58.8900000000
 772	47.7300000000
 827	46.9400000000
 855	45.2300000000
 883	45.1700000000
 886	41.4000000000
 887	30.0000000000
 930	29.3700000000
 931	27.4500000000
 943	17.4600000000
 957	12.7600000000
 988	12.3600000000
1023	5.8800000000
1058	4.7800000000
1083	4.0300000000
1090	3.7600000000
1103	2.7800000000
1130	1.6500000000
1149	1.3600000000
1171	0.3800000000
1174	0.2500000000
1175	0.2400000000
1197	0.0700000000
1267	0.0400000000
1289	0.0100000000
1298	0.0000000000
